SMILES,ID,LNID,WX_inventory,CASRN,MDLNumber,ComputedPrice_1g/$
C1(=CC=C(C=C1C(=O)OC)Cl)B2OC(C(O2)(C)C)(C)C,Compound 2607,LN03248515,14.61g,866625-02-7,MFCD16996244,11
C=12C(=CC=CN1)C(=CN2C)B3OC(C(O3)(C)C)(C)C,Compound 2608,LN03248780,0.26g,1185427-32-0,MFCD16995988,60
CC=1NC2=C(C1)C(=CC=C2)B3OC(C(O3)(C)C)(C)C,Compound 2609,LN03248848,0.17g,955979-22-3,MFCD22570804,42
CC(C)OCC=1C=C(F)C=C(C1)B(O)O,Compound 2610,LN03249421,2.241g,1704063-75-1,MFCD23751359,200
B(C1=CC(OCC=C)=CC=C1)(O)O,Compound 2611,LN03249562,1.926g,222840-95-1,MFCD11103733,3
FC=1C2=C(C=CC1B3OC(C(O3)(C)C)(C)C)NC=C2,Compound 2612,LN03249726,0.07g,1207623-95-7,MFCD18383899,155
B1(C=2C([N+]([O-])=O)=CC(S(=O)(=O)C)=CC2)OC(C)(C)C(O1)(C)C,Compound 2613,LN03250029,0.5g,,MFCD27936100,3
B(O)(O)C1=CC=C(C=C1)CN2CCC3(OCCO3)CC2,Compound 2614,LN03250178,3.086g,1704073-94-8,MFCD28400351,241
B1(OC(CN(CC(O1)=O)C)=O)C=2C=CC(B(O)O)=CC2,Compound 2615,LN03250738,4.53g,,MFCD11656096,3
C(/C=C(\C)/B1OC(C(O1)(C)C)(C)C)(=O)OCC,Compound 2616,LN03250900,280g,448212-00-8,MFCD30718738,3
CN1C=CC=C(B2OC(C)(C)C(C)(C)O2)C1=O,Compound 2617,LN03251008,0.1g,1314140-36-7,MFCD13182002,257
N1(C2=C(C=CC=N2)C(=C1)B(O)O)C(OC(C)(C)C)=O,Compound 2618,LN03251061,2.25g,1425334-89-9,MFCD20922506,3
CCC1=NN(C)C=C1B2OC(C)(C)C(C)(C)O2,Compound 2619,LN03251578,0.2g,1619991-78-4,MFCD23740616,115
B(C=1C=C(Cl)C(=CC1)OCC=2C=CC(F)=CC2)(O)O,Compound 2620,LN03251746,1.04g,849062-39-1,MFCD06411358,16
C=1(C=CC(=CC1)C(F)(F)C(=O)OCC)B2OC(C(O2)(C)C)(C)C,Compound 2621,LN03251866,1g,1683545-35-8,MFCD20278276,3
B(O)(O)C1=CC(=C(C(=C1)C)S(=O)(=O)N2CCOCC2)C,Compound 2622,LN03251955,3.77g,,MFCD28400280,200
C(C)(C)(C)OC(=O)N1CCC(CC1)CN2N=CC(=C2)B3OC(C(O3)(C)C)(C)C,Compound 2623,LN03252068,0.73g,1092563-72-8,MFCD18383260,173
C1(=CC=C2C(=C1)CCN(C2)C)B3OC(C(O3)(C)C)(C)C.Cl,Compound 2624,LN03252408,0.01g,,MFCD28098110,28
C1=C(C=C2C(=C1)C=C(N2)B(O)O)C#N,Compound 2625,LN03252498,0.089g,1286777-08-9,MFCD28369563,231
C=1(C(=CC(=CC1)F)COCC)B(O)O,Compound 2626,LN03252577,3.66g,1704063-87-5,MFCD28384227,200
C1CN(CCC1B2OC(C(O2)(C)C)(C)C)CC3=CC=CC=C3.Cl,Compound 2627,LN03252768,0.002g,,MFCD11506063,3
C12=CC(=CC=C1C=CC(=N2)C)B3OC(C(O3)(C)C)(C)C,Compound 2628,LN03252943,0.1g,939052-79-6,MFCD11846348,218
C1=NC2=C(N1)N=CC(=C2)B3OC(C(O3)(C)C)(C)C,Compound 2629,LN03253276,0.49g,1254697-46-5,MFCD16996014,3
COCC=1C=C(F)C=C(C1)B(O)O,Compound 2630,LN03253345,2.654g,1704063-73-9,MFCD23751354,155
B1(C2=C(C=CS2)OC)OC(C)(C)C(O1)(C)C,Compound 2631,LN03254151,0.01g,1310384-98-5,MFCD09837621,13
N1(N=CC(=C1)B2OC(C(O2)(C)C)(C)C)S(=O)(=O)C3CC3,Compound 2632,LN03254716,0.11g,1612172-62-9,MFCD29763678,3
C=1(C(=CC=CC1)O)C=2C=CC(=CC2)B3OC(C(O3)(C)C)(C)C,Compound 2633,LN03254864,0.7g,1219741-54-4,MFCD18383811,3
C=1(C=C(C(=CC1)C)OCCCF)B(O)O,Compound 2634,LN03255440,3.77g,,MFCD28384325,200
B(O)(O)C1=C(C=CC(=C1)S(=O)(=O)N2CCCC2)OC,Compound 2635,LN03255502,0.52g,1704080-33-0,MFCD28400401,361
CC1(C)OB(OC1(C)C)C2=NN(C=C2)C3CCCCO3,Compound 2636,LN03256536,2.84g,1279088-80-0,MFCD22189465,3
C=1(C=C(C(=CC1)C)OCCCN2CCNCC2)B(O)O,Compound 2637,LN03256889,3.625g,1704064-32-3,MFCD28384333,267
C=1(C=CC(=CC1)C(C)N2CCN(CC2)C)B(O)O.Cl,Compound 2638,LN03257333,3.6g,,MFCD28384341,200
C1N(CC=2C(=CC=CC12)B3OC(C(O3)(C)C)(C)C)C(=O)OC(C)(C)C,Compound 2639,LN03258554,0.7g,1035235-28-9,MFCD16652360,3
CC(C(C)(C)O1)(C)OB1C2=CN(CC3COC3)N=C2,Compound 2640,LN03258685,0.1g,1578484-07-7,MFCD28501270,206
N(C(=O)NC=1C=CC(=CC1)B2OC(C(O2)(C)C)(C)C)C=3C=C(C=CC3)F,Compound 2641,LN03259195,4.9g,,MFCD21606713,300
C=1(C(=C(C=C(C1)C(F)(F)F)Cl)F)B(O)O,Compound 2642,LN03259657,1.001g,2096342-38-8,MFCD25459282,3
C=1(C=CC(=CC1)S(=O)(=O)N2CCN(CC2)C)B(O)O,Compound 2643,LN03260711,3.187g,486422-11-1,MFCD12031677,92
B1(OC(CN(C)CC(=O)O1)=O)C2=CC=C(C=C2)CO,Compound 2644,LN03263501,0.87g,1072960-82-7,MFCD11215229,3
B1(OC(C)(C)C(O1)(C)C)C2=CC=3OC4=CC=CC=C4C3C=C2,Compound 2645,LN03263788,0.3g,1056113-50-8,MFCD30258409,4
B1(OC(C)(C)C(O1)(C)C)C2=CC=3C=4C(=CC=CC4)OC3C=C2,Compound 2646,LN03263789,20.17g,947770-80-1,MFCD18374015,240
N1(C=C(C2=C(C1=O)N(C=C2)S(C3=CC=C(C=C3)C)(=O)=O)B4OC(C(O4)(C)C)(C)C)C,Compound 2647,LN03263984,1457.54g,1445993-89-4,MFCD30802581,95
B1(OC(C)(C)C(O1)(C)C)C=2C=C(F)C(=CC2CC)OCC=3C=CC=CC3,Compound 2648,LN03264011,9.12g,1825308-37-9,,294
N1(C(=O)CC=2C=CC(=CC12)B3OC(C(O3)(C)C)(C)C)C,Compound 2649,LN03264167,2.59g,1428666-17-4,MFCD25542038,50
B1(OC(C(O1)(C)C)(C)C)[C@H](CC(C)C)N.Cl,Compound 2650,LN03264331,0.2g,1243174-57-3,MFCD26403994,25
N1N=CC=2C(=CC=C(C12)C(F)(F)F)B3OC(C(O3)(C)C)(C)C,Compound 2651,LN03264492,0.11g,1186334-80-4,MFCD27993180,119
C1CC(=CCN1C(=O)OC(C)(C)C)C=2C=CC(=CC2)B3OC(C(O3)(C)C)(C)C,Compound 2652,LN03264614,1g,1187313-16-1,MFCD28403579,180
O1B(OC(C1(C)C)(C)C)C=2C(=C(C=CC2)F)F,Compound 2653,LN03264686,0.01g,1073339-17-9,MFCD12405347,10
C(C=1C(=C(C=CC1)B2OC(C(O2)(C)C)(C)C)F)(=O)OC,Compound 2654,LN03264687,0.22g,1638847-77-4,MFCD16996311,33
N1(C(=CC(=C1)B2OC(C(O2)(C)C)(C)C)C(=O)OC)C,Compound 2655,LN03264693,0.31g,1351379-23-1,MFCD24040072,3
C=1(B2OC(C)(C)C(O2)(C)C)N(N=CC1C)C3OCCCC3,Compound 2656,LN03264777,0.4g,1492954-33-2,MFCD09837627,53
O1C(C)(C)C(C)(OB1C=2C=3C=CN(C(OC(C)(C)C)=O)C3N=CC2)C,Compound 2657,LN03264801,1g,1391926-50-3,MFCD17214384,3
O1C(C(C)(C)OB1C=2C=CC3=C(C2)C(=NN3C)C)(C)C,Compound 2658,LN03264804,0.05g,1220696-53-6,MFCD17214391,3
B1(C2=CC3=CN(C)N=C3N=C2)OC(C)(C)C(O1)(C)C,Compound 2659,LN03264845,249.629g,1809889-70-0,MFCD22566164,143
O1B(OC(C1(C)C)(C)C)C=2C=3CCCC3C=CC2,Compound 2660,LN03264987,0.97g,1252793-57-9,MFCD18383480,31
O1B(OC(C1(C)C)(C)C)C=2C=C(C=CC2)SCC(F)(F)F,Compound 2661,LN03265012,0.64g,1026797-07-8,MFCD11520054,31
CC(O1)(C)C(C)(C)OB1C2=CN(CC(F)F)N=C2,Compound 2662,LN03265042,0.38g,1049730-40-6,MFCD18383265,58
O1B(OC(C1(C)C)(C)C)C=2C=C3CCCCC3=CC2,Compound 2663,LN03265558,1.92g,627526-54-9,MFCD15143611,137
[Si](C)(C)(C)CCOCOC=1C(=CC(=C(C1)CC)B2OC(C(O2)(C)C)(C)C)F,Compound 2664,LN03266067,246.6g,1421503-40-3,MFCD29920699,686
C=1(C=NC=C(N1)OC)B2OC(C(O2)(C)C)(C)C,Compound 2665,LN03266175,0.33g,960503-91-7,MFCD09878943,3
C(C(CN1N=CC(=C1)B2OC(C(O2)(C)C)(C)C)(C)C)O,Compound 2666,LN03266513,0.045g,1380307-35-6,MFCD22571849,429
N1(N=C(C=C1)B2OC(C(O2)(C)C)(C)C)C(C=3C=CC=CC3)(C=4C=CC=CC4)C=5C=CC=CC5,Compound 2667,LN03266605,6.3g,,MFCD29921124,1475
C(CC=1C(=CC(=CC1)B2OC(C(O2)(C)C)(C)C)Cl)(=O)OC,Compound 2668,LN03267075,0.07g,849934-95-8,MFCD18760351,3
N1(CCC(CC1)C=2C=C(C=CC2)B3OC(C(O3)(C)C)(C)C)C(=O)OC(C)(C)C,Compound 2669,LN03267252,0.111g,937048-47-0,MFCD16652354,57
CC1(C)OB(OC1(C)C)C2=C3CCCN3N=C2,Compound 2670,LN03267953,0.2g,1314138-13-0,MFCD22381490,123
CC1CN(CC=C1B2OC(C)(C)C(C)(C)O2)C(=O)OC(C)(C)C,Compound 2671,LN03267986,48.2g,1268816-61-0,MFCD22380659,190
C1=C(C(=CC(=N1)C(=O)OC)B2OC(C(O2)(C)C)(C)C)N,Compound 2672,LN03268811,223.08g,1859083-82-1,MFCD18723847,400
C=1(N=CC(=CN1)B2OC(C(O2)(C)C)(C)C)C(F)(F)F,Compound 2673,LN03268971,0.4g,1701434-52-7,MFCD18733399,115
C(C[C@H]1CC[C@@H](CC1)C=2C=CC(=CC2)B3OC(C(O3)(C)C)(C)C)(=O)OC,Compound 2674,LN03269367,0.25g,701232-69-1,MFCD18633077,123
C=12C(=CC(=CN1)B3OC(C(O3)(C)C)(C)C)C(=CN2)C(F)(F)F,Compound 2675,LN03270278,0.95g,,MFCD18259694,314
C(=C/CNC(=O)OC(C)(C)C)\B1OC(C(O1)(C)C)(C)C,Compound 2676,LN03270305,0.02g,1374106-06-5,MFCD10698517,235
C(C=1C=C(C(=CC1)C)B2OC(C(O2)(C)C)(C)C)(=O)NC3CC3,Compound 2677,LN03270732,0.17g,515135-67-8,MFCD13191775,3
C=1(C(=CC=CC1)/C=N/O)B(O)O,Compound 2678,LN03271158,1.769g,859160-67-1,MFCD22192227,3
C1(C=2C=CC(=CC2)B3OC(C(O3)(C)C)(C)C)(NC(=O)OC(C)(C)C)CC1,Compound 2679,LN03272156,29.55g,1313441-88-1,MFCD21602848,37
C=1(C(=CC(=CN1)B2OC(C(O2)(C)C)(C)C)Cl)C,Compound 2680,LN03272196,6.26g,1383985-18-9,MFCD16995267,68
C1(C(C1)B2OC(C(O2)(C)C)(C)C)C#N,Compound 2681,LN03272884,1g,,MFCD24449633,1247
C1=C(C=C2C(=C1)C(=CN2C(=O)OC(C)(C)C)B3OC(C(O3)(C)C)(C)C)F,Compound 2682,LN03273197,72.19g,1627721-59-8,MFCD28717138,165
O=C(OC)C1=CC(B2OC(C)(C)C(C)(C)O2)=CN1S(C3=CC=C(C)C=C3)(=O)=O,Compound 2683,LN03273400,5.84g,869886-86-2,MFCD26393666,84
C1=C(C=C(C(=C1)F)C(F)F)B2OC(C(O2)(C)C)(C)C,Compound 2684,LN03274078,0.003g,445303-65-1,MFCD18730118,61
C=1(C=C(C=C(N1)C(F)(F)F)B2OC(C(O2)(C)C)(C)C)C(F)(F)F,Compound 2685,LN03274166,7.45g,1320747-32-7,MFCD26516889,1600
CC1=CC2=C(C=C1)C=CC=C2B3OC(C)(C)C(C)(C)O3,Compound 2686,LN03274527,0.18g,2304635-11-6,MFCD31380131,206
B1(OC(C)(C)C(O1)(C)C)C2=CCC(COCC)(COCC)CC2,Compound 2687,LN03276203,0.35g,1628927-33-2,,208
B1(OC(C)(C)C(O1)(C)C)C=2C3=C([C@@H](O)CC3)C=CC2,Compound 2688,LN03276234,22.84g,2077991-52-5,MFCD31390905,3
C1(=C(C2CC2)N=CN=C1OC)B(O)O,Compound 2689,LN03276251,8097.5g,1798304-51-4,MFCD31556945,3
B1(C=2C(=CC=C(C2)N)C(O1)(C)C)O,Compound 2690,LN03276778,16.3g,1266320-01-7,MFCD20727311,313
B1(OC(C)(C)C(O1)(C)C)C2=CC=3OCC(N(C3C=C2)C)=O,Compound 2691,LN03276970,8.27g,1489264-77-8,MFCD24039885,3
B1(C2=C(N(C)N=C2)CC3CC3)OC(C)(C)C(O1)(C)C,Compound 2692,LN03276976,3.56g,2079069-46-6,,8000
CC(C)(C)OC(=O)NCC(=C)B1OC(C)(C)C(C)(C)O1,Compound 2693,LN03282338,3g,1202794-01-1,MFCD24466576,19
B1(C=2C(=CC(=CC2)N)OC)OC(C)(C)C(O1)(C)C,Compound 2694,LN03282342,9.1g,1350377-66-0,MFCD22494808,41
C=1(C=CC(=CC1)C2=CC=C(C=C2)B(O)O)O,Compound 2695,LN03282349,5.8g,477760-86-4,MFCD20441826,3
C=1(B(O)O)C=C(C(=O)OCC)C=C(C1)C(=O)OCC,Compound 2696,LN03282363,45g,932378-94-4,MFCD11867795,5
B1(OC(C)(C)C(O1)(C)C)C2=C(C(Cl)=C(C=C2)O)C,Compound 2697,LN03282450,121.501g,1799612-10-4,MFCD31580204,3
C1=C(C=C(C(=N1)N)OC(F)(F)F)B2OC(C(O2)(C)C)(C)C,Compound 2698,LN03282479,222.049g,1620575-08-7,,1395
B1(OC(C)(C)C(O1)(C)C)C2=C3C(C(=O)CC3)=CC=C2,Compound 2699,LN03282505,0.28g,1221239-08-2,MFCD16140217,25
CC1(C)OB(OC1(C)C)C(Cl)Cl,Compound 2700,LN03282962,5g,83622-41-7,MFCD27976342,3
B1(C=2C(=CC([N+]([O-])=O)=CC2)OC)OC(C)(C)C(O1)(C)C,Compound 2701,LN03282980,0.14g,1185019-97-9,MFCD22493858,3
N1(N=CC(=C1B2OC(C(O2)(C)C)(C)C)Cl)C,Compound 2702,LN03285711,0.1g,,MFCD22398348,178
B(O)([13C]1=[13CH][13CH]=[13CH][13CH]=[13CH]1)O,Compound 2703,LN03292151,2.9g,,,3333
C1(B2OC(C)(C(C)(C)O2)C)=CN(N=C1)S(=O)(C3=CC=C(C=C3)C)=O,Compound 2704,LN03294484,2.61g,1391835-53-2,MFCD22571831,132
ClC1=C(C=C(C=C1)O)B2OC(C(O2)(C)C)(C)C,Compound 2705,LN03294501,0.74g,948592-54-9,MFCD16877431,3
O1B(OCC(C1)(C)C)C=2C=CC(=C3C=CC=CC23)C,Compound 2706,LN03294536,19.9g,1232309-74-8,,34
B1(OC(C)(C)C(O1)(C)C)C=2C(N)=CC=CC2F,Compound 2707,LN03294551,57.44g,1418130-40-1,MFCD24039674,28
[Si](OCC(=C)B1OC(C(O1)(C)C)(C)C)(C)(C)C(C)(C)C,Compound 2708,LN03295078,0.172g,350498-98-5,MFCD22188424,84
O1B(OC(C1(C)C)(C)C)C=2C=C(C=C3C=CC=CC23)OC,Compound 2709,LN03295300,7.13g,627526-33-4,MFCD22494802,140
B1(OC(C)(C)C(O1)(C)C)C=2C(N)=CC=CC2F.Cl,Compound 2710,LN03296274,4.91g,,MFCD31802707,700
B1(OC(C)(C)C(O1)(C)C)C2=C3C(C=C(C(=C3)OC)F)=NC=C2,Compound 2711,LN03298018,3.36g,,MFCD29918883,467
C1CC1C2=CC=CC=C2B(O)O,Compound 2712,LN03298121,4.47g,1373393-41-9,MFCD12760762,3
B1(OC(C)(C)C(O1)(C)C)C=2C(C(=O)OC)=CC=CC2CBr,Compound 2713,LN03298198,0.52g,2058056-24-7,MFCD31556988,368
B1(C=2C(C(=O)OC)=CC=C(C2)C(=O)OC)OC(C)(C)C(O1)(C)C,Compound 2714,LN03298217,29.45g,1186377-08-1,MFCD16996402,22
[N+](=O)([O-])C=1C=CC(=C(C1)C(OC)=O)B2OC(C(O2)(C)C)(C)C,Compound 2715,LN03298730,0.0022g,1393477-19-4,MFCD23379498,3
C1=C(C=C2C(=C1)B(OC2)O)Cl,Compound 2716,LN04121862,377.46g,174672-06-1,MFCD18633195,29
C=1(C=C(C=CC1)C=CC(=O)O)B(O)O,Compound 2717,LN04122250,2.3g,216144-91-1,MFCD01075738,3
CC1(C)OB(OC1(C)C)C2=CC=CC(C)=C2Cl,Compound 2718,LN04530658,0.14g,1386860-54-3,MFCD18729906,33
O=C(C1=CC=CC=C1)NC2=CC=CC(=C2)B(O)O,Compound 2719,LN04530743,0.001g,252663-49-3,MFCD22570752,3
C=1(C=CC=2CCN(CCC2C1)C(=O)OC(C)(C)C)B3OC(C)(C)C(O3)(C)C,Compound 2720,LN04532273,0.19g,720692-76-2,MFCD11044681,233
N1C=C(C=2C(=CC=CC12)B3OC(C(O3)(C)C)(C)C)C,Compound 2721,LN04539455,0.02g,1449581-04-7,MFCD27987716,207
B1(OC(C)(C)C(O1)(C)C)C2=CN=C(N=C2)N3CCC(O)CC3,Compound 2722,LN04539633,68.39g,1202805-26-2,MFCD18382963,117
B1(OC(C)(C)C(O1)(C)C)C=2C=C(NC(C3=CN=C(C=C3)OC)=O)C=C(C2)C,Compound 2723,LN04539977,2.98g,,,217
C=1(B2OC(C)(C)C(O2)(C)C)C(=NN(C1CC)C)C(=O)OCC,Compound 2724,LN04539998,0.8g,,,1600
B(C=1C=C(OCCOC)C=CC1)(O)O,Compound 2725,LN04540210,2.46g,227305-67-1,MFCD11183195,12
C1(=CC(=C([Si](C)(C)C)C=C1C)C)B(O)O,Compound 2726,LN04540248,2g,1059575-28-8,,260
C1(C#N)=CC(B(O)O)=CC=C1OCC(F)(F)F,Compound 2727,LN04540250,0.39g,876918-84-2,MFCD27931156,461
C=1(C#N)C=C(B(O)O)C=CC1OCC(C)C,Compound 2728,LN04540251,0.64g,876918-32-0,MFCD26387475,417
B1(OC(C)(C)C(O1)(C)C)CCCNC(OC(C)(C)C)=O,Compound 2729,LN04540313,2.35g,1850305-80-4,MFCD22383765,47
B1(OC(C)(C)C(O1)(C)C)C=2C=C3C(C=4C=CC(B5OC(C)(C)C(O5)(C)C)=CC4C3)=CC2,Compound 2730,LN04540376,4g,467219-11-0,MFCD24039986,108
C1(=C(N2CCN(C)CC2)C=CC=C1)B(O)O,Compound 2731,LN04540412,1g,250383-80-3,MFCD22570819,3
B1(C=2C(=CC(Cl)=NC2)F)OC(C)(C)C(O1)(C)C,Compound 2732,LN04540554,0.3g,1256359-04-2,MFCD17926497,53
B1(OC(C)(C)C(O1)(C)C)C2=CN=C(N=C2)N3CCC(CC3)CO,Compound 2733,LN04540641,0.26g,1202805-30-8,MFCD18382961,1000
B(C1=CC(CC=C)=C(C=C1)OC)(O)O,Compound 2734,LN04540752,0.1g,1378871-34-1,MFCD23131442,13300
CC1(OB(OC1(C)C)C2=CCC(CC2)CC(=O)OCC)C,Compound 2735,LN04546520,2.8g,1166829-70-4,MFCD18383324,3
B1(OC(C)(C)C(O1)(C)C)C=2C=C(C(=O)OC)C(=CC2C)F,Compound 2736,LN04547493,0.39g,,,1000
B([O-])([O-])F.[Ru+3].B([O-])([O-])F.B([O-])([O-])F.B([O-])([O-])F.B([O-])([O-])F.N=1C=CN=CC1C2=NC=CN=C2.N1=C(C=NC=C1)C2=NC=CN=C2.[Ru+3].B([O-])([O-])F.[Ru+3].[Ru+3].N1=C(C=NC=C1)C2=NC=CN=C2,Compound 2737,LN04549805,0.25g,80907-56-8,MFCD03791075,73
[C@@H]1(B2OCCNCCO2)CCOC1,Compound 2738,LN04550504,4g,100858-40-0,MFCD00134425,21
C12=C(C=CC=C1C(=CN2)C)B3OC(C(O3)(C)C)(C)C,Compound 2739,LN04550615,0.1g,1181825-29-5,MFCD09027761,218
C1=C(C=C(S1)C)B(O)O,Compound 2740,LN04551285,1.52g,930303-82-5,MFCD18250237,3
C=1(C=C(C(=CN1)F)B(O)O)O,Compound 2741,LN04551286,0.05g,1427305-76-7,MFCD16611113,142
B1(OC(C)(C)C(O1)(C)C)C=COCC,Compound 2742,LN04552321,0.99g,1360111-87-0,MFCD09998813,4
C1(=CN(COCC[Si](C)(C)C)N=C1)B(O)O,Compound 2743,LN04552434,1g,719296-53-4,,58
C=1(C=C(C=CC1)C2CC2)B(O)O,Compound 2744,LN04553288,1.69g,1049730-10-0,MFCD11110340,68
[B-]12(OBO[B-](O1)(OBO2)O)O.[Na+].[Na+],Compound 2745,LN04553294,1112g,1330-43-4,MFCD00081185,3
O.O=BOB([O-])OB([O-])OB=O.[K+].[K+].O.O.O,Compound 2746,LN04553298,396.99g,12045-78-2,MFCD00149924,3
C(CCCO)B(O)O,Compound 2747,LN04553303,5g,,MFCD06212361,91
CCOC(=O)/C=C/C1=CC=C(C=C1)B(O)O,Compound 2748,LN04553321,0.609g,850568-49-9,MFCD04115651,120
O1B(OC(C1(C)C)(C)C)C=2C=CC(=CC2)SCC=3C=CC=CC3,Compound 2749,LN04553433,3.78g,1029438-24-1,,47
C(NCCC=1C=CC(=CC1)B(O)O)(=O)OC(C)(C)C,Compound 2750,LN04553438,97.26g,1310481-47-0,MFCD10697433,3
C(C=1C=CC(=CC1)B2OC(C(O2)(C)C)(C)C)(=O)NCC,Compound 2751,LN04553475,0.21g,1415793-72-4,MFCD24039452,135
O1C(=NC=2C1=CC=C(C2)B3OC(C(O3)(C)C)(C)C)C,Compound 2752,LN04553517,0.01g,845872-30-2,MFCD13181970,3
B1(OC(C)(C)C(O1)(C)C)C2=CC(C(N3CC4CN(CC(C3)O4)C(OC(C)(C)C)=O)=O)=CC=C2,Compound 2753,LN04593658,51.42g,,,1000
CC1=CC=C(C(F)(F)F)C=C1B2OC(C)(C)C(C)(C)O2,Compound 2754,LN04594885,21g,1030832-71-3,MFCD18729902,3
CC1(C)OB(C2=C(F)C=C(Cl)C=C2F)OC1(C)C,Compound 2755,LN04597999,8.71g,1165935-84-1,MFCD16996253,3
CC1(C)OB(C2=CC=C3C(=C2)NC(=O)C43CCOCC4)OC1(C)C,Compound 2756,LN04599054,0.99g,1190861-50-7,MFCD18427685,4283
CC(C)(C)OC(=O)N1C=NC(B2OC(C)(C)C(C)(C)O2)=C1,Compound 2757,LN04599303,0.35g,1198605-51-4,MFCD16995841,73
CC1(C)OB(C2=CC=C(CCC#N)C=C2)OC1(C)C,Compound 2758,LN04600438,0.61g,1220219-19-1,MFCD09056869,343
CC1(C)OB(C2=CN=C(C#N)C(Cl)=C2)OC1(C)C,Compound 2759,LN04600440,1.4g,1220219-63-5,MFCD16995199,3
CC1(C)OB(C2=C(C#N)C=C(Cl)C=C2)OC1(C)C,Compound 2760,LN04601430,0.1g,1246632-86-9,MFCD18779812,3
CC1(C)OB(C2=CN=C3CCCCC3=C2)OC1(C)C,Compound 2761,LN04601795,1.23g,1256360-50-5,MFCD17926521,111
CC1(C)OB(C2=CC(Cl)=CC(N)=C2F)OC1(C)C,Compound 2762,LN04602858,3g,1269232-96-3,MFCD22189454,3
COC1=CC=C(N)C(B2OC(C)(C)C(C)(C)O2)=C1,Compound 2763,LN04603079,1.1g,1279722-88-1,MFCD22494796,55
CC1(C)OB(C2=CC(NC(=O)C3CC3)=NC=C2)OC1(C)C,Compound 2764,LN04603194,1g,1286230-87-2,MFCD16995630,3
CN1CCC2=CC=C(B3OC(C)(C)C(C)(C)O3)C=C2C1=O,Compound 2765,LN04603783,0.13g,1313399-69-7,MFCD28899683,300
CC1(C)OB(C2=C3C=NSC3=CC=C2)OC1(C)C,Compound 2766,LN04604137,6.4g,1326714-99-1,MFCD30188807,507
OB(O)C1=CC=CC2=C1N(C3=CC=CC=C3)C4=CC=CC=C42,Compound 2767,LN04604270,0.19g,1333002-41-7,MFCD29072774,87
CC1(C)OB(CC2CC2)OC1(C)C,Compound 2768,LN04604743,1g,1344115-77-0,MFCD11052830,172
CCOC(=O)CC1=C(F)C=C(B2OC(C)(C)C(C)(C)O2)C=C1,Compound 2769,LN04605011,1.94g,1351500-37-2,MFCD22381130,3
O=C(N(C)C)C1=CC(F)=C(B2OC(C)(C)C(C)(C)O2)C=C1,Compound 2770,LN04605014,14.6g,1351502-31-2,MFCD18732732,103
CC1(C)OB(C2=CC=C(C(=O)NC3=NC=CC=C3)C=C2)OC1(C)C,Compound 2771,LN04606306,4.1g,1383385-64-5,MFCD22124426,3
CC1(C)OB(O)C2=CC=C(C(=O)O)C=C12,Compound 2772,LN04606801,5.1g,1393477-34-3,MFCD27976909,933
OB(O)C1=CN(C(C)(C)C)N=C1,Compound 2773,LN04607342,0.001g,1416785-99-3,MFCD18250635,3
OB(O)C1=C2OC=CC2=CC=C1,Compound 2774,LN04608136,5.46g,1432610-21-3,MFCD20488081,3
OB(O)C1=CC(C(F)F)=NC=C1,Compound 2775,LN04610445,0.1g,1571135-77-7,MFCD26517831,3
COC1=C(F)C(B2OC(C)(C)C(C)(C)O2)=C(F)C(OC)=C1,Compound 2776,LN04611052,0.46g,1614233-69-0,MFCD30067285,170
OB(O)C1=C2C(=CC=C1)OC3=C2C=CC=C3,Compound 2777,LN04611269,100g,162607-19-4,MFCD01318978,3
CC1(C)OB(C2=NN(C)C3=C2C=CC=C3)OC1(C)C,Compound 2778,LN04611292,0.15g,1627722-97-7,MFCD13182067,3
CC1=C(B2OC(C)(C)C(C)(C)O2)C3=C(C=C1)N(C4CCCCO4)N=C3,Compound 2779,LN04612061,5g,1698028-42-0,MFCD30802382,54
CC1(C)OB(C2=CC3=C(C=C2)CCC(=O)N3)OC1(C)C,Compound 2780,LN04613584,1g,1807699-60-0,MFCD22543862,3
COC1=CC=C(N(C2=CC=C(OC)C=C2)C3=CC=C(B(O)O)C=C3)C=C1,Compound 2781,LN04616385,0.94g,201802-29-1,MFCD28385171,3
CC1=C(B(O)O)C2=C(C=C1)N(C3CCCCO3)N=C2,Compound 2782,LN04616438,44.86g,2022976-34-5,MFCD30802381,57
OB(O)C1=CC=C(C2OCCCO2)C=C1,Compound 2783,LN04619286,9.93g,254454-02-9,MFCD18827142,167
CC1=CC=CC(C)=C1B2OC(C)(C)C(C)(C)O2,Compound 2784,LN04621950,1g,325141-72-8,MFCD18729898,3
CC1=CC(N)=CC(B2OC(C)(C)C(C)(C)O2)=C1,Compound 2785,LN04632456,2.76g,631909-35-8,MFCD22207064,193
CC1(C)OB(/C=C/C2=CC=CC(F)=C2)OC1(C)C,Compound 2786,LN04632512,1.57g,633327-36-3,MFCD19703877,51
OB(O)C1=C2OCCCC2=CC=C1,Compound 2787,LN04634081,0.1g,685514-79-8,MFCD09266209,99
COC1=CC=C(C)C(B(O)O)=C1C,Compound 2788,LN04634302,1.66g,693285-60-8,MFCD18827124,168
CC1=CC(S(C)(=O)=O)=CC=C1B(O)O,Compound 2789,LN04638280,2g,850033-50-0,MFCD27935675,57
CC1(C)OB(C2=CC(C(=O)O)=CC=C2Cl)OC1(C)C,Compound 2790,LN04641828,15.68g,918331-73-4,MFCD18837624,9
